ID,PerfilEconomico,Sexo,Idade,PerfilCompra,ValorCompraAnual,GastoMax,GastoMedio,UF,CidadeResidencia,RegiaodoPais,NumeroComprasOnline,MesesDesempregado,Anuidade
664,3,homem,36,0,74958,5354.1428571429,6246.5,SC,Campo Erê,Região Sul,347.0277777778,8,"78,9882213245"
665,3,homem,20,1,7925,566.0714285714,660.4166666667,RS,Chapada,Região Sul,66.0416666667,5,"5,9581632544"
666,2,homem,32,2,735,52.5,61.25,RO,Vale do Anari,Região Norte,3.828125,8,"79,8029477043"
667,2,homem,25,0,13,0.9285714286,1.0833333333,GO,Cavalcante,Região Centro-Oeste,0.0866666667,0,"66,3670745319"
668,3,homem,22,0,7775,555.3571428571,647.9166666667,RN,Grossos,Região Nordeste,58.9015151515,2,"110,4614099869"
669,3,homem,43,0,805,57.5,67.0833333333,BA,Canápolis,Região Nordeste,3.1201550388,2,"15,1409966364"
670,1,mulher,22,1,52,3.7142857143,4.3333333333,SC,Alfredo Wagner,Região Sul,0.3939393939,3,"3,7079266236"
671,2,mulher,40,1,39,2.7857142857,3.25,MA,Montes Altos,Região Nordeste,0.1625,1,"75,0158813846"
672,1,homem,31,1,52,3.7142857143,4.3333333333,RN,Bom Jesus,Região Nordeste,0.2795698925,5,"52,6980676692"
673,2,homem,70,0,105,7.5,8.75,PB,Água Branca,Região Nordeste,0.25,8,"23,129372803"
674,2,homem,31,0,13,0.9285714286,1.0833333333,AM,Amaturá,Região Norte,0.0698924731,1,"118,7555588566"
675,2,homem,22,0,0,0,0,PB,Mulungu,Região Nordeste,0,1,"91,5945302781"
676,3,homem,18,0,7775,555.3571428571,647.9166666667,MG,Carneirinho,Região Sudeste,71.9907407407,2,"0,1247700128"
677,3,homem,21,0,805,57.5,67.0833333333,SP,Uchoa,Região Sudeste,0.5476190476,2,"92,9080276728"
678,3,mulher,18,0,98417,7029.7857142857,8201.4166666667,RJ,Varre-sai,Região Sudeste,911.2685185185,1,"105,6261084722"
679,3,mulher,43,1,469,33.5,39.0833333333,TO,Esperantina,Região Norte,1.8178294574,2,"38,4413938278"
680,1,homem,36,0,5123292,365949.428571429,426941,ES,Bom Jesus do Norte,Região Sudeste,23718.9444444444,2,"10,7173783548"
681,3,mulher,22,0,81375,5812.5,6781.25,SC,São Domingos,Região Sul,616.4772727273,9,"44,471629469"
682,1,homem,27,0,767292,54806.5714285714,63941,MG,Arceburgo,Região Sudeste,4736.3703703704,7,"117,0925168941"
683,3,homem,20,0,9225,658.9285714286,768.75,ES,Águia Branca,Região Sudeste,76875,5,"98,4821991896"
684,3,homem,14,5,469,33.5,39.0833333333,MG,Ipuiúna,Região Sudeste,5.5833333333,3,"79,6191130962"
685,2,homem,60,1,39,2.7857142857,3.25,SC,Irani,Região Sul,0.1083333333,6,"92,4726490431"
686,2,homem,25,1,415792,29699.4285714286,34649.3333333333,MG,Tombos,Região Sudeste,2771.9466666667,4,"48,7052958671"
687,3,homem,14,4,396875,28348.2142857143,33072.9166666667,PB,Cachoeira Dos Índios,Região Nordeste,4724.7023809524,4,"63,9624436677"
688,3,homem,19,0,101708,7264.8571428572,8475.6666666667,BA,Quixabeira,Região Nordeste,892.1754385965,9,"32,0583085586"
689,3,homem,18,0,77958,5568.4285714286,6496.5,SC,Catanduvas,Região Sul,721.8333333333,7,"117,2510162137"
690,1,mulher,15,0,2113375,150955.357142857,176114.583333333,BA,Lamarão,Região Nordeste,23481.9444444444,8,"72,2904170685"
691,1,homem,31,1,57,4.0714285714,4.75,MG,Antônio Dias,Região Sudeste,0.3064516129,3,"49,7240965969"
692,3,mulher,22,0,134167,9583.3571428572,11180.5833333333,MG,Prudente de Morais,Região Sudeste,5590.2916666667,3,"110,7017534439"
693,3,homem,22,0,564958,40354.1428571429,47079.8333333333,SP,Palmeira D´oeste,Região Sudeste,4279.9848484849,7,"117,4626588185"
694,3,homem,25,0,7225,516.0714285714,602.0833333333,SP,Euclides da Cunha Paulista,Região Sudeste,48.1666666667,8,"27,0723381204"
695,1,homem,60,0,2655,189.6428571429,221.25,SC,Balneário Arroio do Silva,Região Sul,7375,5,"5,5273956226"
696,2,homem,52,0,135,9.6428571429,11.25,SP,Roseira,Região Sudeste,0.4326923077,8,"0,3104383161"
697,3,homem,44,0,805,57.5,67.0833333333,SC,Apiúna,Região Sul,3.0492424242,5,"58,3506205075"
698,3,mulher,22,0,77333,5523.7857142857,6444.4166666667,RN,Luís Gomes,Região Nordeste,585.8560606061,2,"42,2461849346"
699,1,homem,49,1,1108833,79202.3571428572,92402.75,SP,Bofete,Região Sudeste,3771.5408163265,5,"5,9622830813"
700,3,homem,42,0,765,54.6428571429,63.75,PI,Sigefredo Pacheco,Região Nordeste,3.0357142857,3,"102,8517965856"
701,1,mulher,18,1,227525,16251.7857142857,18960.4166666667,BA,Santa Teresinha,Região Nordeste,2106.712962963,4,"30,5758311433"
702,1,homem,35,0,262875,18776.7857142857,21906.25,MG,Bonito de Minas,Região Sudeste,1251.7857142857,2,"40,5141156647"
703,3,mulher,18,0,144542,10324.4285714286,12045.1666666667,PR,Barracão,Região Sul,1338.3518518519,9,"62,5190743331"
704,3,homem,25,0,77417,5529.7857142857,6451.4166666667,RS,Constantina,Região Sul,516.1133333333,2,"44,1012795384"
705,3,homem,26,1,78542,5610.1428571429,6545.1666666667,RN,Carnaubais,Região Nordeste,503.4743589744,2,"7,0201138888"
706,2,homem,39,0,26,1.8571428571,2.1666666667,TO,Buriti do Tocantins,Região Norte,0.1111111111,3,"25,7306563185"
707,2,mulher,45,0,135,9.6428571429,11.25,SP,Cajobi,Região Sudeste,0.5,3,"22,0230291511"
708,1,homem,42,0,262875,18776.7857142857,21906.25,MG,São Gonçalo do Rio Abaixo,Região Sudeste,1043.1547619048,5,"93,485865841"
709,1,mulher,22,0,15155,1082.5,1262.9166666667,BA,Piraí do Norte,Região Nordeste,114.8106060606,9,"9,3794749642"
710,3,homem,22,1,152458,10889.8571428571,12704.8333333333,BA,Potiraguá,Região Nordeste,1154.9848484849,2,"39,110446818"
711,1,mulher,24,0,495042,35360.1428571429,41253.5,MG,Ninheira,Região Sudeste,3437.7916666667,8,"5,9698889704"
712,1,homem,22,0,2655,189.6428571429,221.25,MG,Conceição da Aparecida,Região Sudeste,20.1136363636,2,"104,6456313003"
713,1,homem,48,1,52,3.7142857143,4.3333333333,PB,Juru,Região Nordeste,0.1805555556,0,"9,4040745902"
714,3,homem,29,0,94833,6773.7857142857,7902.75,ES,Atilio Vivacqua,Região Sudeste,545.0172413793,6,"78,0112095888"
715,2,homem,52,0,13,0.9285714286,1.0833333333,TO,Ananás,Região Norte,0.0416666667,4,"119,0448185701"
716,3,homem,19,0,765,54.6428571429,63.75,RS,Terra de Areia,Região Sul,6.7105263158,2,"71,0162406443"
717,1,mulher,38,0,227525,16251.7857142857,18960.4166666667,RN,Tenente Ananias,Região Nordeste,997.9166666667,1,"117,8830774494"
718,2,mulher,27,0,105,7.5,8.75,RS,Pantano Grande,Região Sul,0.6481481481,4,"115,6132763849"
719,3,homem,22,0,155,11.0714285714,12.9166666667,PI,Beneditinos,Região Nordeste,1.1742424242,1,"52,3328870003"
720,3,homem,33,0,7775,555.3571428571,647.9166666667,MG,Rubim,Região Sudeste,39.2676767677,3,"73,2350860561"
721,2,mulher,21,0,33,2.3571428571,2.75,MS,Glória de Dourados,Região Centro-Oeste,0.9166666667,9,"34,4810570344"
722,3,homem,17,1,70542,5038.7142857143,5878.5,PI,Cabeceiras do Piauí,Região Nordeste,691.5882352941,9,"105,4382246417"
723,2,homem,34,0,13,0.9285714286,1.0833333333,MG,Itatiaiuçu,Região Sudeste,0.0637254902,9,"119,9796112184"
724,2,homem,50,0,13,0.9285714286,1.0833333333,MT,Tabaporã,Região Centro-Oeste,0.0433333333,6,"15,056454278"
725,1,homem,27,1,531,37.9285714286,44.25,SP,Rinópolis,Região Sudeste,3.2777777778,6,"114,1653623789"
726,3,homem,20,0,86625,6187.5,7218.75,CE,Catunda,Região Nordeste,721875,1,"89,0217396033"
727,2,mulher,30,3,21,1.5,1.75,PR,Ventania,Região Sul,0.1166666667,1,"20,349267467"
728,3,mulher,22,0,77375,5526.7857142857,6447.9166666667,SP,Guaraci,Região Sudeste,586.1742424242,5,"28,8985443087"
729,2,homem,25,1,26,1.8571428571,2.1666666667,MG,Matias Cardoso,Região Sudeste,0.1733333333,7,"107,6579497655"
730,3,mulher,25,1,7925,566.0714285714,660.4166666667,PI,Cristino Castro,Região Nordeste,52.8333333333,9,"8,2776795929"
731,1,mulher,29,0,2113375,150955.357142857,176114.583333333,MG,Bela Vista de Minas,Região Sudeste,12145.8333333333,3,"63,2340406442"
732,3,homem,11,0,187875,13419.6428571429,15656.25,SP,Iacanga,Região Sudeste,2846.5909090909,4,"52,227193082"
733,2,homem,22,0,0,0,0,BA,Aramari,Região Nordeste,0,6,"66,3128170006"
734,2,homem,23,0,13,0.9285714286,1.0833333333,PA,Inhangapi,Região Norte,0.0942028986,6,"30,3163777766"
735,2,homem,23,0,13,0.9285714286,1.0833333333,SP,Estiva Gerbi,Região Sudeste,0.0942028986,1,"74,2366757359"
736,3,homem,21,0,161,11.5,13.4166666667,RN,Rio do Fogo,Região Nordeste,0.0941520468,4,"52,1534098972"
737,3,mulher,48,1,34375,2455.3571428572,2864.5833333333,BA,Ibiassucê,Região Nordeste,119.3576388889,6,"99,7036519507"
738,1,homem,35,0,5123292,365949.428571429,426941,MT,Alto Paraguai,Região Centro-Oeste,24396.6285714286,5,"89,8835958604"
739,3,homem,22,0,78958,5639.8571428572,6579.8333333333,RS,Sinimbu,Região Sul,598.1666666667,1,"21,3995463173"
740,3,homem,22,0,78958,5639.8571428572,6579.8333333333,BA,Bom Jesus da Serra,Região Nordeste,598.1666666667,8,"84,5019121355"
741,1,homem,22,0,30,2.1428571429,2.5,PR,São Pedro do Ivaí,Região Sul,0.2272727273,2,"104,9848928039"
742,1,homem,36,1,7885,563.2142857143,657.0833333333,PR,Alto Piquiri,Região Sul,36.5046296296,0,"117,1755678729"
743,1,mulher,21,2,262375,18741.0714285714,21864.5833333333,BA,São José do Jacuípe,Região Nordeste,2082.3412698413,7,"80,3825852256"
744,3,homem,24,1,161,11.5,13.4166666667,AL,Cacimbinhas,Região Nordeste,1.1180555556,3,"67,7029782355"
745,3,homem,31,0,7925,566.0714285714,660.4166666667,MG,Senhora Dos Remédios,Região Sudeste,42.6075268817,1,"67,2127415155"
746,1,homem,70,1,71,5.0714285714,5.9166666667,PB,Itatuba,Região Nordeste,0.169047619,0,"25,66341902"
747,3,homem,16,1,2025,144.6428571429,168.75,PE,Angelim,Região Nordeste,21.09375,7,"105,2857294932"
748,2,mulher,30,0,13,0.9285714286,1.0833333333,PR,Catanduvas,Região Sul,0.0722222222,8,"110,8897150943"
749,1,homem,19,1,531,37.9285714286,44.25,SP,Pedro de Toledo,Região Sudeste,4.6578947368,7,"1,2233852653"
750,3,homem,31,0,775,55.3571428571,64.5833333333,MA,Governador Archer,Região Nordeste,4.1666666667,0,"10,052733104"
751,2,mulher,21,1,23,1.6428571429,1.9166666667,BA,Itapitanga,Região Nordeste,0.9583333333,9,"111,6849331548"
752,3,homem,21,0,12475,891.0714285714,1039.5833333333,PR,Pérola,Região Sul,346.5277777778,0,"98,7693443492"
753,3,homem,33,0,95,6.7857142857,7.9166666667,TO,Lagoa da Confusão,Região Norte,0.4797979798,8,"58,3109984398"
754,3,homem,23,0,78958,5639.8571428572,6579.8333333333,MG,Cristina,Região Sudeste,572.1594202899,6,"51,4187223685"
755,2,mulher,48,1,65,4.6428571429,5.4166666667,PI,Caracol,Região Nordeste,0.2256944444,0,"67,2251347275"
756,2,homem,67,1,145,10.3571428571,12.0833333333,RJ,Aperibé,Região Sudeste,0.3606965174,6,"84,6199312909"
757,3,homem,28,0,77958,5568.4285714286,6496.5,SC,Coronel Freitas,Região Sul,464.0357142857,3,"116,2452927969"
758,2,homem,18,0,115,8.2142857143,9.5833333333,AM,Anamã,Região Norte,1.0648148148,8,"13,4001547691"
759,3,homem,34,0,805,57.5,67.0833333333,CE,Martinópole,Região Nordeste,3.9460784314,3,"46,5180591644"
760,1,mulher,33,0,865,61.7857142857,72.0833333333,MS,Tacuru,Região Centro-Oeste,4.3686868687,6,"51,461488372"
761,3,homem,22,0,145,10.3571428571,12.0833333333,CE,Pires Ferreira,Região Nordeste,1.0984848485,6,"64,9483323152"
762,3,homem,41,0,7125,508.9285714286,593.75,RS,Três Cachoeiras,Região Sul,28.9634146341,7,"8,6071395547"
763,3,homem,20,0,72292,5163.7142857143,6024.3333333333,MG,Caetanópolis,Região Sudeste,602.4333333333,3,"44,8219094081"
764,1,mulher,36,1,120,8.5714285714,10,RS,Ronda Alta,Região Sul,0.5555555556,7,"98,1952407859"
765,3,homem,16,0,7775,555.3571428571,647.9166666667,BA,Caraíbas,Região Nordeste,80.9895833333,9,"65,9914997934"
766,1,mulher,51,1,779583,55684.5,64965.25,RS,Redentora,Região Sul,2547.6568627451,0,"108,5550231821"
767,1,homem,22,0,396,28.2857142857,33,MG,Guaraciaba,Região Sudeste,3,4,"86,6520381831"
768,3,mulher,21,0,775,55.3571428571,64.5833333333,SP,Bananal,Região Sudeste,0.4234972678,2,"41,4028793871"
769,3,homem,22,1,2415,172.5,201.25,PR,Mariluz,Região Sul,18.2954545455,3,"14,9734112493"
770,3,homem,32,0,83625,5973.2142857143,6968.75,RS,Arvorezinha,Região Sul,435.546875,1,"56,6192373917"
771,3,homem,24,0,95,6.7857142857,7.9166666667,CE,Groaíras,Região Nordeste,0.6597222222,0,"60,3113387758"
772,3,homem,48,0,78542,5610.1428571429,6545.1666666667,PB,Seridó,Região Nordeste,272.7152777778,0,"29,0243635872"
773,2,mulher,57,0,105,7.5,8.75,SC,Mondaí,Região Sul,0.3070175439,0,"2,3608233834"
774,3,homem,20,0,7225,516.0714285714,602.0833333333,MT,Vera,Região Centro-Oeste,60.2083333333,7,"20,3652609739"
775,2,mulher,54,1,23,1.6428571429,1.9166666667,PB,Juripiranga,Região Nordeste,0.0709876543,7,"111,2389680984"
776,3,homem,18,0,775,55.3571428571,64.5833333333,RO,Novo Horizonte do Oeste,Região Norte,7.1759259259,0,"97,6118384706"
777,3,homem,19,0,775,55.3571428571,64.5833333333,BA,Anguera,Região Nordeste,6.798245614,9,"16,5222278402"
778,3,mulher,21,0,12475,891.0714285714,1039.5833333333,SC,Lontras,Região Sul,415.8333333333,5,"54,4133261548"
779,3,homem,18,0,77375,5526.7857142857,6447.9166666667,MG,São João do Manhuaçu,Região Sudeste,716.4351851852,1,"95,636947482"
780,1,mulher,43,0,2113375,150955.357142857,176114.583333333,MG,Francisco Badaró,Região Sudeste,8191.3759689923,2,"10,2680634046"
781,3,mulher,13,0,72292,5163.7142857143,6024.3333333333,SC,Quilombo,Região Sul,926.8205128205,3,"67,8401632976"
782,1,mulher,19,1,57,4.0714285714,4.75,PR,Paranacity,Região Sul,0.5,8,"110,0363830788"
783,1,homem,29,0,30,2.1428571429,2.5,MG,Miradouro,Região Sudeste,0.1724137931,5,"91,3593898771"
784,3,homem,18,1,2345,167.5,195.4166666667,MS,Aral Moreira,Região Centro-Oeste,21.712962963,2,"104,3813675096"
785,3,homem,25,0,705,50.3571428571,58.75,MA,Senador Alexandre Costa,Região Nordeste,4.7,4,"31,4040659942"
786,3,homem,25,0,725,51.7857142857,60.4166666667,GO,São João D´aliança,Região Centro-Oeste,4.8333333333,3,"26,5290629471"
787,3,mulher,18,0,74958,5354.1428571429,6246.5,MA,São Francisco do Brejão,Região Nordeste,694.0555555556,7,"77,5807660618"
788,3,homem,18,4,29125,2080.3571428572,2427.0833333333,PA,Terra Alta,Região Norte,269.6759259259,5,"0,6667061382"
789,3,homem,19,1,20575,1469.6428571429,1714.5833333333,PB,Campo de Santana,Região Nordeste,180.4824561404,8,"26,8989848997"
790,1,homem,46,0,792,56.5714285714,66,MG,São Geraldo,Região Sudeste,2.8695652174,1,"10,4544558789"
791,3,homem,22,0,775,55.3571428571,64.5833333333,AL,Pariconha,Região Nordeste,5.8712121212,2,"104,0455484099"
792,2,homem,16,0,26,1.8571428571,2.1666666667,RN,Campo Redondo,Região Nordeste,0.2708333333,7,"113,8018239635"
793,3,mulher,22,8,6955,496.7857142857,579.5833333333,MG,Centralina,Região Sudeste,52.6893939394,1,"63,497233394"
794,1,homem,22,0,306958,21925.5714285714,25579.8333333333,PA,Primavera,Região Norte,2325.4393939394,7,"13,0501888142"
795,3,homem,25,0,78958,5639.8571428572,6579.8333333333,PI,Guadalupe,Região Nordeste,526.3866666667,4,"51,108541599"
796,2,homem,39,0,13,0.9285714286,1.0833333333,RS,Cerro Grande do Sul,Região Sul,0.0555555556,8,"114,5412255667"
797,1,mulher,49,0,259292,18520.8571428571,21607.6666666667,MG,Coroaci,Região Sudeste,881.9455782313,2,"94,3406406285"
798,3,mulher,31,0,86833,6202.3571428572,7236.0833333333,SE,São Domingos,Região Nordeste,466.8440860215,0,"20,9685843152"
799,3,homem,30,0,72292,5163.7142857143,6024.3333333333,BA,Muquém de São Francisco,Região Nordeste,401.6222222222,5,"109,3992604077"
800,3,mulher,30,1,2415,172.5,201.25,PI,Parnaguá,Região Nordeste,13.4166666667,7,"96,9457757173"
801,2,homem,34,0,13,0.9285714286,1.0833333333,CE,Potengi,Região Nordeste,0.0637254902,2,"68,5265638897"
802,2,mulher,31,1,2625,187.5,218.75,MG,Açucena,Região Sudeste,14.1129032258,3,"117,7952346627"
803,1,homem,11,1,120,8.5714285714,10,MG,São Romão,Região Sudeste,1.8181818182,3,"43,8460290019"
804,3,homem,42,0,85167,6083.3571428572,7097.25,MG,Engenheiro Caldas,Região Sudeste,337.9642857143,9,"4,3596585612"
805,3,homem,27,0,6975,498.2142857143,581.25,PR,Alvorada do Sul,Região Sul,43.0555555556,0,"93,4360401041"
806,3,homem,31,0,7775,555.3571428571,647.9166666667,PR,Teixeira Soares,Região Sul,41.8010752688,6,"98,5391679786"
807,1,homem,39,0,0,0,0,GO,Petrolina de Goiás,Região Centro-Oeste,0,1,"54,3727660851"
808,3,mulher,18,0,7775,555.3571428571,647.9166666667,AL,Maravilha,Região Nordeste,71.9907407407,2,"58,923745528"
809,2,homem,39,0,13,0.9285714286,1.0833333333,SC,Rio Dos Cedros,Região Sul,0.0555555556,1,"93,0512956349"
810,1,mulher,33,1,531,37.9285714286,44.25,RS,Roca Sales,Região Sul,2.6818181818,7,"16,6608226917"
811,3,homem,26,0,78875,5633.9285714286,6572.9166666667,RN,Serra do Mel,Região Nordeste,505.608974359,8,"32,3100396771"
812,3,homem,39,0,2415,172.5,201.25,RJ,Trajano de Morais,Região Sudeste,10.3205128205,2,"34,2713698972"
813,2,homem,35,0,105,7.5,8.75,BA,Jucuruçu,Região Nordeste,0.5,7,"46,6180882304"
814,3,mulher,21,4,31275,2233.9285714286,2606.25,MG,Urucânia,Região Sudeste,868.75,4,"52,8211023147"
815,3,homem,30,0,805,57.5,67.0833333333,SC,São Carlos,Região Sul,4.4722222222,1,"58,8959334687"
816,1,homem,20,0,0,0,0,MG,Buenópolis,Região Sudeste,0,6,"68,7538683869"
817,3,mulher,23,0,7925,566.0714285714,660.4166666667,MA,Cedral,Região Nordeste,57.4275362319,5,"58,6404151286"
818,2,homem,31,1,370042,26431.5714285714,30836.8333333333,MG,Recreio,Região Sudeste,1989.4731182796,5,"62,9039703624"
819,3,homem,43,0,645,46.0714285714,53.75,GO,Santa Terezinha de Goiás,Região Centro-Oeste,2.5,5,"83,1398223698"
820,3,homem,10,3,279,19.9285714286,23.25,BA,Milagres,Região Nordeste,4.65,6,"12,0510198373"
821,1,mulher,52,1,935,66.7857142857,77.9166666667,ES,Presidente Kennedy,Região Sudeste,2.9967948718,8,"14,805138417"
822,3,homem,27,0,86625,6187.5,7218.75,MG,Iapu,Região Sudeste,534.7222222222,2,"15,1429125544"
823,1,homem,38,0,0,0,0,MG,Pedras de Maria da Cruz,Região Sudeste,0,8,"47,2430577138"
824,3,mulher,27,0,12475,891.0714285714,1039.5833333333,MT,Arenápolis,Região Centro-Oeste,77.0061728395,6,"61,5168457535"
825,3,homem,20,4,396875,28348.2142857143,33072.9166666667,RJ,Santa Maria Madalena,Região Sudeste,3307.2916666667,4,"49,2395816116"
826,3,homem,46,0,695,49.6428571429,57.9166666667,MG,Jordânia,Região Sudeste,2.518115942,2,"11,9880587764"
827,3,homem,44,0,564958,40354.1428571429,47079.8333333333,PB,Pirpirituba,Região Nordeste,2139.9924242424,2,"100,4114232586"
828,2,homem,19,0,370042,26431.5714285714,30836.8333333333,BA,Jandaíra,Região Nordeste,3245.9824561404,1,"28,423780189"
829,3,homem,22,0,775,55.3571428571,64.5833333333,PR,Santa Tereza do Oeste,Região Sul,5.8712121212,7,"42,8636951394"
830,1,mulher,62,0,80,5.7142857143,6.6666666667,PI,Monsenhor Gil,Região Nordeste,0.2150537634,8,"61,7364233368"
831,3,mulher,15,1,144542,10324.4285714286,12045.1666666667,SC,Benedito Novo,Região Sul,1606.0222222222,7,"44,4617952407"
832,2,homem,83,1,1875,133.9285714286,156.25,TO,Paranã,Região Norte,3.765060241,4,"63,5619299912"
833,3,homem,22,0,72292,5163.7142857143,6024.3333333333,MG,Novo Oriente de Minas,Região Sudeste,547.6666666667,4,"71,1329068573"
834,3,homem,23,0,78542,5610.1428571429,6545.1666666667,BA,Pintadas,Região Nordeste,569.1449275362,3,"84,1337583633"
835,3,homem,18,0,83,5.9285714286,6.9166666667,PI,Monte Alegre do Piauí,Região Nordeste,0.7685185185,8,"15,674604504"
836,1,mulher,39,1,831583,59398.7857142857,69298.5833333333,MG,Fervedouro,Região Sudeste,3553.7735042735,7,"37,1910791131"
837,3,homem,21,0,86625,6187.5,7218.75,MG,Itamogi,Região Sudeste,687.5,5,"69,4459496259"
838,3,homem,33,0,805,57.5,67.0833333333,MT,Alto Garças,Região Centro-Oeste,4.0656565657,1,"32,9069367855"
839,3,homem,32,0,564958,40354.1428571429,47079.8333333333,RO,Ministro Andreazza,Região Norte,2942.4895833333,2,"71,8978270769"
840,1,homem,33,0,297,21.2142857143,24.75,GO,Corumbá de Goiás,Região Centro-Oeste,1.5,7,"38,5717238438"
841,3,homem,20,0,7925,566.0714285714,660.4166666667,BA,Santa Inês,Região Nordeste,66.0416666667,0,"76,8801960432"
842,2,homem,16,0,105,7.5,8.75,MS,Dois Irmãos do Buriti,Região Centro-Oeste,1.09375,4,"15,1528572256"
843,1,mulher,30,0,31,2.2142857143,2.5833333333,MG,Pirapetinga,Região Sudeste,0.1722222222,9,"4,8202063817"
844,3,homem,24,0,64375,4598.2142857143,5364.5833333333,MS,Guia Lopes da Laguna,Região Centro-Oeste,447.0486111111,1,"7,4994990453"
845,3,homem,19,0,86625,6187.5,7218.75,BA,Caém,Região Nordeste,759.8684210526,7,"86,6083340869"
846,3,homem,42,0,755,53.9285714286,62.9166666667,BA,Lençóis,Região Nordeste,2.996031746,4,"102,1578475505"
847,3,homem,33,8,6955,496.7857142857,579.5833333333,MG,Mercês,Região Sudeste,35.1262626263,7,"36,0991642181"
848,3,homem,35,0,78958,5639.8571428572,6579.8333333333,BA,Sebastião Laranjeiras,Região Nordeste,375.9904761905,9,"22,955548672"
849,2,homem,28,0,33,2.3571428571,2.75,PR,Nova Prata do Iguaçu,Região Sul,0.1964285714,1,"91,0947793192"
850,1,mulher,43,1,891042,63645.8571428571,74253.5,RN,Lajes,Região Nordeste,3453.6511627907,5,"104,3221176331"
851,3,homem,21,4,31275,2233.9285714286,2606.25,TO,Peixe,Região Norte,1303125,1,"4,7793805174"
852,3,homem,74,0,7775,555.3571428571,647.9166666667,MG,Planura,Região Sudeste,17.5112612613,6,"19,7289621931"
853,3,mulher,21,1,152458,10889.8571428571,12704.8333333333,MG,Conceição Dos Ouros,Região Sudeste,2823.2962962963,9,"108,2568898254"
854,1,mulher,16,0,394,28.1428571429,32.8333333333,BA,Arataca,Região Nordeste,4.1041666667,7,"83,7821515713"
855,2,mulher,44,1,26,1.8571428571,2.1666666667,MT,Tapurah,Região Centro-Oeste,0.0984848485,3,"49,6181292437"
856,3,mulher,18,0,935,66.7857142857,77.9166666667,SP,São Luís do Paraitinga,Região Sudeste,8.6574074074,3,"37,4087955369"
857,1,mulher,45,1,16486,1177.5714285714,1373.8333333333,MG,São Gonçalo do Pará,Região Sudeste,61.0592592593,0,"43,2198625"
858,1,homem,51,0,2655,189.6428571429,221.25,CE,Jaguaribara,Região Nordeste,8.6764705882,6,"24,9572600461"
859,3,mulher,24,0,192583,13755.9285714286,16048.5833333333,SC,Sangão,Região Sul,1337.3819444445,3,"73,421144618"
860,3,homem,32,0,72292,5163.7142857143,6024.3333333333,PI,Gilbués,Região Nordeste,376.5208333333,3,"16,0420027217"
861,3,homem,41,2,141083,10077.3571428571,11756.9166666667,ES,São José do Calçado,Região Sudeste,573.5081300813,0,"16,2994248109"
862,2,homem,21,1,115,8.2142857143,9.5833333333,BA,Guajeru,Região Nordeste,0.9126984127,0,"91,1588033585"
863,1,mulher,48,0,259292,18520.8571428571,21607.6666666667,BA,São Miguel Das Matas,Região Nordeste,900.3194444444,9,"29,3252976252"
864,3,mulher,22,8,6955,496.7857142857,579.5833333333,SP,Rincão,Região Sudeste,52.6893939394,8,"35,365885921"
865,2,homem,24,0,13,0.9285714286,1.0833333333,MG,Porto Firme,Região Sudeste,0.0902777778,9,"22,0475748446"
866,2,mulher,42,0,13,0.9285714286,1.0833333333,TO,Babaçulândia,Região Norte,0.0515873016,8,"82,5530638516"
867,2,mulher,27,1,138583,9898.7857142857,11548.5833333333,PR,Santa fé,Região Sul,855.450617284,0,"0,2777690143"
868,1,homem,31,0,504958,36068.4285714286,42079.8333333333,RR,Pacaraima,Região Norte,2714.8279569893,9,"72,2308739488"
869,3,homem,40,0,95,6.7857142857,7.9166666667,SC,Luiz Alves,Região Sul,0.3958333333,3,"49,1425505383"
870,3,homem,40,1,111333,7952.3571428572,9277.75,RN,Maxaranguape,Região Nordeste,4638875,6,"62,8636707737"
871,3,homem,26,0,78958,5639.8571428572,6579.8333333333,MA,Sucupira do Norte,Região Nordeste,506.141025641,1,"111,1757381133"
872,1,mulher,47,1,525542,37538.7142857143,43795.1666666667,SC,Irineópolis,Região Sul,1863.6241134752,1,"8,2321304418"
873,1,homem,33,0,5,0.3571428571,0.4166666667,RS,Tapera,Região Sul,0.0252525253,9,"0,5497341248"
874,3,homem,47,0,9,0.6428571429,0.75,MT,Jauru,Região Centro-Oeste,0.0319148936,6,"107,3721077965"
875,2,mulher,28,1,24,1.7142857143,2,MG,Bom Repouso,Região Sudeste,0.1428571429,0,"60,7494053386"
876,3,mulher,15,0,7225,516.0714285714,602.0833333333,PA,Cumaru do Norte,Região Norte,80.2777777778,6,"92,4424671939"
877,3,homem,20,0,98458,7032.7142857143,8204.8333333333,MG,Congonhal,Região Sudeste,820.4833333333,3,"36,1621238731"
878,3,homem,19,0,78958,5639.8571428572,6579.8333333333,SP,São Bento do Sapucaí,Região Sudeste,692.6140350877,3,"109,6496519526"
879,3,homem,39,0,78958,5639.8571428572,6579.8333333333,PI,Matias Olímpio,Região Nordeste,337.4273504274,8,"93,3969905706"
880,1,mulher,56,0,83158,5939.8571428572,6929.8333333333,PR,Missal,Região Sul,247.494047619,8,"108,9800566102"
881,2,mulher,25,0,26,1.8571428571,2.1666666667,RN,Espírito Santo,Região Nordeste,0.1733333333,0,"96,0710282423"
882,3,homem,33,0,78958,5639.8571428572,6579.8333333333,TO,São Miguel do Tocantins,Região Norte,398.7777777778,0,"21,6860986686"
883,3,mulher,22,0,105167,7511.9285714286,8763.9166666667,CE,Ararendá,Região Nordeste,796.7196969697,9,"39,5303865439"
